,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
97, Amari Cooper,DAL,0.5,5,5,1,5,0,0,0,0,0,0,8,2020
98, Tommylee Lewis,NO,0.5,1,1,1,5,0,0,0,0,0,0,8,2020
99,. Malcolm Perry,MIA,0.5,2,1,1,10,0,1,-5,0,0,0,8,2020
100,. Juwan Johnson,NO,0.5,3,3,1,5,0,0,0,0,0,0,8,2020
101,. Jalen Guyton,LAC,0.3,4,4,1,3,0,0,0,0,0,0,8,2020
102,. Cedrick Wilson,DAL,-1.1,4,2,0,0,0,2,-11,0,0,0,8,2020
103,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,8,2020
104,. Andre Roberts,BUF,0,0,0,0,0,0,0,0,0,0,0,8,2020
105,. Dwayne Harris,CHI,0,0,0,0,0,0,0,0,0,0,0,8,2020
106,. Nelson Agholor,LVR,0,2,2,0,0,0,0,0,0,0,0,8,2020
107,. Adam Humphries,TEN,0,2,2,0,0,0,0,0,0,0,0,8,2020
108,. Chris Moore,BAL,0,0,0,0,0,0,0,0,0,0,0,8,2020
109,. Pharoh Cooper,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2020
110,. Mike Thomas,CIN,0,0,0,0,0,0,0,0,0,0,0,8,2020
111,. Alex Erickson,CIN,0,0,0,0,0,0,0,0,0,0,0,8,2020
112,. Marken Michel,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2020
113,. Kenny Golladay,DET,0,4,4,0,0,0,0,0,0,0,0,8,2020
114,. Zay Jones,LVR,0,0,0,0,0,0,0,0,0,0,0,8,2020
115,. Taywan Taylor,CLE,0,0,0,0,0,0,0,0,0,0,0,8,2020
116,. Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0,0,0,8,2020
117,. Noah Brown,DAL,0,2,2,0,0,0,0,0,0,0,0,8,2020
118,. Mack Hollins,MIA,0,0,0,0,0,0,0,0,0,0,0,8,2020
119,. Marcus Kemp,KC,0,0,0,0,0,0,0,0,0,0,0,8,2020
120,. Fred Brown,DEN,0,0,0,0,0,0,0,0,0,0,0,8,2020
121,. River Cracraft,SF,0,0,0,0,0,0,0,0,0,0,0,8,2020
122,. Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,0,0,0,8,2020
123,. Dante Pettis,SF,0,0,0,0,0,0,0,0,0,0,1,8,2020
124,. Justin Watson,TB,0,0,0,0,0,0,0,0,0,0,0,8,2020
125,. J. Washington,PIT,0,1,1,0,0,0,0,0,0,0,0,8,2020
126,. Tony Brown,CIN,0,0,0,0,0,0,0,0,0,0,0,8,2020
127,. Brandon Powell,ATL,0,0,0,0,0,0,0,0,0,0,0,8,2020
128,. KhaDarel Hodge,CLE,0,0,0,0,0,0,0,0,0,0,0,8,2020
129,. Nsimba Webster,LAR,0,0,0,0,0,0,0,0,0,0,1,8,2020
130,. J. Arcega-Whiteside,PHI,0,0,0,0,0,0,0,0,0,0,0,8,2020
131,. O. Zaccheaus,ATL,0,0,0,0,0,0,0,0,0,0,0,8,2020
132,. Jason Moore,LAC,0,0,0,0,0,0,0,0,0,0,0,8,2020
133,. Penny Hart,SEA,0,0,0,0,0,0,0,0,0,0,0,8,2020
134,. Olabisi Johnson,MIN,0,0,0,0,0,0,0,0,0,0,0,8,2020
135,. Tyrie Cleveland,DEN,0,0,0,0,0,0,0,0,0,0,0,8,2020
136,. James Proche,BAL,0,1,1,0,0,0,0,0,0,0,0,8,2020
137,. John Hightower,PHI,0,3,3,0,0,0,0,0,0,0,0,8,2020
138,. Freddie Swain,SEA,0,0,0,0,0,0,0,0,0,0,0,8,2020
139,. K.J. Hill,LAC,0,0,0,0,0,0,0,0,0,0,0,8,2020
140,. Joe Reed,LAC,0,0,0,0,0,0,0,0,0,0,0,8,2020
141,. D. Peoples-Jones,CLE,0,0,0,0,0,0,0,0,0,0,0,8,2020
142,. Gabriel Davis,BUF,0,2,2,0,0,0,0,0,0,0,0,8,2020
143,. K.J. Osborn,MIN,0,0,0,0,0,0,0,0,0,0,0,8,2020
144,. Austin Mack,NYG,0,0,0,0,0,0,0,0,0,0,0,8,2020
145,. Nick Westbrook,TEN,0,0,0,0,0,0,0,0,0,0,0,8,2020
0,Richie James,SF,24.4,13,13,9,184,1,0,0,0,0,0,9,2020
1,Tyreek Hill,KC,24.1,19,18,9,113,2,1,8,0,0,0,9,2020
2,Davante Adams,GB,23.3,12,12,10,173,1,0,0,0,0,0,9,2020
3,B. Perriman,NYJ,22.1,7,7,5,101,2,0,0,0,0,0,9,2020
4,DJ Chark Jr.,JAC,20.6,12,12,7,146,1,0,0,0,0,0,9,2020
5,Jerry Jeudy,DEN,18.5,14,14,7,125,1,0,0,0,0,1,9,2020
6,Christian Kirk,ARI,18.3,8,8,5,123,1,0,0,0,0,0,9,2020
7,Curtis Samuel,CAR,17.8,12,9,9,105,1,3,13,0,0,0,9,2020
8,Terry McLaurin,WAS,17.5,8,8,7,115,1,0,0,0,0,0,9,2020
9, M. Valdes-Scantling,GB,17.3,4,4,2,53,2,0,0,0,0,0,9,2020
10, Jakobi Meyers,NE,16.9,14,14,12,169,0,0,0,0,0,0,9,2020
11, DK Metcalf,SEA,16.8,9,9,7,108,1,0,0,0,0,0,9,2020
12, Keenan Allen,LAC,16.3,11,11,9,103,1,0,0,0,0,0,9,2020
13, O. Zaccheaus,ATL,16.3,6,6,4,103,1,0,0,0,0,0,9,2020
14, A.J. Brown,TEN,16.1,9,9,4,101,1,0,0,0,0,0,9,2020
15, Will Fuller,HOU,16,5,5,5,100,1,0,0,0,0,0,9,2020
16, J. Smith-Schuster,PIT,15.3,7,7,6,93,1,0,0,0,0,0,9,2020
17, Brandin Cooks,HOU,14.3,9,9,3,83,1,0,0,0,0,0,9,2020
18, David Moore,SEA,13.1,6,6,4,71,1,0,0,0,0,0,9,2020
19, CeeDee Lamb,DAL,13.1,7,7,4,71,1,0,0,0,0,1,9,2020
20, Gabriel Davis,BUF,13,5,5,4,70,1,0,0,0,0,0,9,2020
21, P. Williams,MIA,12,5,5,4,60,1,0,0,0,0,0,9,2020
22, Stefon Diggs,BUF,11.8,12,12,9,118,0,0,0,0,0,0,9,2020
23, Nelson Agholor,LVR,11.5,3,3,2,55,1,0,0,0,0,0,9,2020
24, Julio Jones,ATL,11.4,7,7,5,54,1,0,0,0,0,0,9,2020
25, Cam Sims,WAS,11,4,4,3,110,0,0,0,0,0,0,9,2020
26, Marvin Jones,DET,10.3,4,4,3,43,1,0,0,0,0,0,9,2020
27, John Brown,BUF,9.9,11,11,8,99,0,0,0,0,0,0,9,2020
28, E. Sanders,NO,9.8,5,5,4,38,1,0,0,0,0,0,9,2020
29, D. Robinson,KC,9.4,3,3,3,34,1,0,0,0,0,1,9,2020
30, KJ Hamler,DEN,9,11,10,6,75,0,1,15,0,0,0,9,2020
31, Tim Patrick,DEN,8.9,9,9,4,29,1,0,0,0,0,1,9,2020
32, Jamison Crowder,NYJ,8.6,2,2,2,26,1,0,0,0,0,0,9,2020
33, Isaiah McKenzie,BUF,8.6,2,1,1,25,1,1,1,0,0,0,9,2020
34, A. Robinson II,CHI,8.1,9,9,7,81,0,0,0,0,0,0,9,2020
35, Mike Williams,LAC,8.1,7,7,5,81,0,0,0,0,0,0,9,2020
36, Diontae Johnson,PIT,8.1,11,10,6,77,0,1,4,0,0,0,9,2020
37, Danny Amendola,DET,7.9,11,10,7,77,0,1,2,0,0,0,9,2020
38, J. Washington,PIT,7.7,2,2,1,17,1,0,0,0,0,0,9,2020
39, Amari Cooper,DAL,7.5,7,6,5,67,0,1,8,0,0,0,9,2020
40, Tre'Quan Smith,NO,7.4,2,2,1,14,1,0,0,0,0,0,9,2020
41, Brandon Powell,ATL,7.3,2,1,1,9,1,1,4,0,0,0,9,2020
42, Chase Claypool,PIT,7.3,14,13,8,69,0,1,4,0,0,0,9,2020
43, Austin Mack,NYG,7.2,5,5,4,72,0,0,0,0,0,0,9,2020
44, Mack Hollins,MIA,7.1,1,1,1,11,1,0,0,0,0,0,9,2020
45, Damiere Byrd,NE,6.5,9,9,5,65,0,0,0,0,0,0,9,2020
46, Mike Evans,TB,6.4,6,6,4,64,0,0,0,0,0,0,9,2020
47, DeVante Parker,MIA,6.4,7,7,6,64,0,0,0,0,0,0,9,2020
48, J. Jefferson,MIN,6.4,4,4,3,64,0,0,0,0,0,0,9,2020
49, Robby Anderson,CAR,6.3,13,13,9,63,0,0,0,0,0,0,9,2020
50, Denzel Mims,NYJ,6.2,8,8,4,62,0,0,0,0,0,0,9,2020
51, Hunter Renfrow,LVR,6,3,3,2,60,0,0,0,0,0,0,9,2020
52, Anthony Miller,CHI,5.9,8,8,5,59,0,0,0,0,0,1,9,2020
53, S. Shepard,NYG,5.7,9,8,6,39,0,1,18,0,0,0,9,2020
54, M. Pittman Jr.,IND,5.6,7,7,4,56,0,0,0,0,0,0,9,2020
55, Zach Pascal,IND,5.5,6,6,5,55,0,0,0,0,0,0,9,2020
56, D. Harris,IND,5.5,6,4,4,27,0,2,28,0,0,0,9,2020
57, L. Fitzgerald,ARI,5.4,5,5,4,54,0,0,0,0,0,0,9,2020
58, Chris Conley,JAC,5.2,8,8,7,52,0,0,0,0,0,0,9,2020
59, Michael Thomas,NO,5.1,6,6,5,51,0,0,0,0,0,0,9,2020
60, Tyron Johnson,LAC,5,1,1,1,50,0,0,0,0,0,0,9,2020
61, Mecole Hardman,KC,4.8,4,4,3,48,0,0,0,0,0,0,9,2020
62, Darnell Mooney,CHI,4.3,11,11,5,43,0,0,0,0,0,0,9,2020
63, Chris Godwin,TB,4.1,6,6,3,41,0,0,0,0,0,0,9,2020
64, C. Patterson,CHI,4,7,4,4,27,0,3,13,0,0,0,9,2020
65, Tyler Lockett,SEA,4,7,7,4,40,0,0,0,0,0,0,9,2020
66, Deonte Harris,NO,4,1,1,1,40,0,0,0,0,0,0,9,2020
67, Cole Beasley,BUF,3.9,3,3,3,39,0,0,0,0,0,0,9,2020
68, Adam Thielen,MIN,3.8,5,5,2,38,0,0,0,0,0,0,9,2020
69, Marquise Brown,BAL,3.8,5,5,3,38,0,0,0,0,0,0,9,2020
70, Willie Snead,BAL,3.7,4,4,4,37,0,0,0,0,0,0,9,2020
71, Michael Gallup,DAL,3.6,7,7,3,36,0,0,0,0,0,0,9,2020
72, Jakeem Grant,MIA,3.5,5,5,4,35,0,0,0,0,0,0,9,2020
73, Antonio Brown,TB,3.1,5,5,3,31,0,0,0,0,0,0,9,2020
74, Christian Blake,ATL,3.1,3,3,3,31,0,0,0,0,0,0,9,2020
75, Quintez Cephus,DET,3.1,2,2,2,31,0,0,0,0,0,0,9,2020
76, DeAndre Hopkins,ARI,3,3,3,3,30,0,0,0,0,0,0,9,2020
77, Isaiah Wright,WAS,3,3,3,3,30,0,0,0,0,0,2,9,2020
78, Marvin Hall,DET,2.8,5,5,3,28,0,0,0,0,0,0,9,2020
79, Brandon Zylstra,CAR,2.8,1,1,1,28,0,0,0,0,0,0,9,2020
80, Riley Ridley,CHI,2.3,2,2,2,23,0,0,0,0,0,0,9,2020
81, Randall Cobb,HOU,2.1,3,3,3,21,0,0,0,0,0,0,9,2020
82, D.J. Moore,CAR,1.8,3,3,2,18,0,0,0,0,0,0,9,2020
83, Ray-Ray McCloud,PIT,1.6,2,2,2,16,0,0,0,0,0,0,9,2020
84, G. Olszewski,NE,1.5,4,1,1,-1,0,3,16,0,0,0,9,2020
85, Marcus Johnson,IND,1.4,7,7,2,14,0,0,0,0,0,0,9,2020
86, River Cracraft,SF,1.3,5,5,2,13,0,0,0,0,0,0,9,2020
87, Braxton Berrios,NYJ,1.3,1,1,1,13,0,0,0,0,0,0,9,2020
88, D. Hamilton,DEN,1.2,2,2,2,12,0,0,0,0,0,0,9,2020
89, R. Gage Jr.,ATL,1.1,6,6,2,11,0,0,0,0,0,0,9,2020
90, Miles Boykin,BAL,1.1,1,1,1,11,0,0,0,0,0,0,9,2020
91, Tyler Johnson,TB,1.1,1,1,1,11,0,0,0,0,0,0,9,2020
92, M. Callaway,NO,1.1,2,2,2,11,0,0,0,0,0,0,9,2020
93, C.J. Board,NYG,1,1,1,1,10,0,0,0,0,0,0,9,2020
94, Andy Isabella,ARI,1,3,3,2,10,0,0,0,0,0,1,9,2020
95, Scott Miller,TB,1,3,3,1,10,0,0,0,0,0,0,9,2020
96, Henry Ruggs III,LVR,1,4,3,0,0,0,1,10,0,0,0,9,2020
97, Trent Taylor,SF,0.9,4,4,1,9,0,0,0,0,0,0,9,2020
98, Jalen Guyton,LAC,0.9,2,2,1,9,0,0,0,0,0,0,9,2020
99,. Malik Taylor,GB,0.9,1,0,0,0,0,1,9,0,0,0,9,2020
100,. Collin Johnson,JAC,0.9,2,2,1,9,0,0,0,0,0,0,9,2020
101,. Darius Slayton,NYG,0.8,2,1,1,6,0,1,2,0,0,0,9,2020
102,. Joe Reed,LAC,0.7,3,1,0,0,0,2,7,0,0,0,9,2020
103,. Keelan Cole,JAC,0.6,2,2,1,6,0,0,0,0,0,0,9,2020
104,. Cedrick Wilson,DAL,0.6,3,3,1,6,0,0,0,0,0,0,9,2020
105,. Cameron Batson,TEN,0.6,1,1,1,6,0,0,0,0,0,0,9,2020
106,. Steven Sims,WAS,0.4,1,1,1,4,0,0,0,0,0,0,9,2020
107,. D. Shepherd,GB,0.3,1,1,1,3,0,0,0,0,0,0,9,2020
108,. Devin Duvernay,BAL,-0.1,1,0,0,0,0,1,-1,0,0,0,9,2020
109,. L. Shenault Jr.,JAC,-0.1,1,1,1,-1,0,0,0,0,0,0,9,2020
110,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,9,2020
111,. Dez Bryant,BAL,0,0,0,0,0,0,0,0,0,0,0,9,2020
112,. Andre Roberts,BUF,0,0,0,0,0,0,0,0,0,0,0,9,2020
113,. Golden Tate,NYG,0,0,0,0,0,0,0,0,0,0,0,9,2020
114,. Dwayne Harris,CHI,0,0,0,0,0,0,0,0,0,0,0,9,2020
115,. M. Thomas,HOU,0,0,0,0,0,0,0,0,0,0,0,9,2020
116,. Kenny Stills,HOU,0,0,0,0,0,0,0,0,0,0,0,9,2020
117,. DeAndre Carter,HOU,0,0,0,0,0,0,0,0,0,0,0,9,2020
118,. Jake Kumerow,BUF,0,0,0,0,0,0,0,0,0,0,0,9,2020
119,. Kevin White,SF,0,0,0,0,0,0,0,0,0,0,0,9,2020
120,. Pharoh Cooper,CAR,0,0,0,0,0,0,0,0,0,0,0,9,2020
121,. Kalif Raymond,TEN,0,0,0,0,0,0,0,0,0,0,0,9,2020
122,. Jaydon Mickens,TB,0,0,0,0,0,0,0,0,0,0,0,9,2020
123,. Corey Davis,TEN,0,3,3,0,0,0,0,0,0,0,0,9,2020
124,. Zay Jones,LVR,0,0,0,0,0,0,0,0,0,0,0,9,2020
125,. Noah Brown,DAL,0,0,0,0,0,0,0,0,0,0,0,9,2020
126,. Gehrig Dieter,KC,0,0,0,0,0,0,0,0,0,0,0,9,2020
127,. D. Fountain,IND,0,0,0,0,0,0,0,0,0,0,0,9,2020
128,. E. St. Brown,GB,0,0,0,0,0,0,0,0,0,0,0,9,2020
129,. Trent Sherfield,ARI,0,0,0,0,0,0,0,0,0,0,0,9,2020
130,. Jeff Badet,WAS,0,0,0,0,0,0,0,0,0,0,0,9,2020
131,. Byron Pringle,KC,0,0,0,0,0,0,0,0,0,0,0,9,2020
132,. Chad Beebe,MIN,0,0,0,0,0,0,0,0,0,0,0,9,2020
133,. Jeff Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,9,2020
134,. Penny Hart,SEA,0,0,0,0,0,0,0,0,0,0,0,9,2020
135,. Olabisi Johnson,MIN,0,0,0,0,0,0,0,0,0,0,0,9,2020
136,. Bryan Edwards,LVR,0,0,0,0,0,0,0,0,0,0,0,9,2020
137,. Tyrie Cleveland,DEN,0,1,1,0,0,0,0,0,0,0,0,9,2020
138,. James Proche,BAL,0,0,0,0,0,0,0,0,0,0,0,9,2020
139,. Freddie Swain,SEA,0,2,2,0,0,0,0,0,0,0,0,9,2020
140,. K.J. Hill,LAC,0,0,0,0,0,0,0,0,0,0,1,9,2020
141,. K.J. Osborn,MIN,0,0,0,0,0,0,0,0,0,0,0,9,2020
142,. Malcolm Perry,MIA,0,1,1,0,0,0,0,0,0,0,0,9,2020
143,. Dan Chisena,MIN,0,0,0,0,0,0,0,0,0,0,0,9,2020
144,. Kirk Merritt,MIA,0,0,0,0,0,0,0,0,0,0,0,9,2020
145,. Nick Westbrook,TEN,0,0,0,0,0,0,0,0,0,0,0,9,2020
146,. K. Wilkerson,NE,0,0,0,0,0,0,0,0,0,0,0,9,2020
0,M. Valdes-Scantling,GB,20.9,6,6,4,149,1,0,0,0,0,0,10,2020
1,DeAndre Hopkins,ARI,18.7,12,12,7,127,1,0,0,0,0,0,10,2020
2,Willie Snead,BAL,18.4,7,7,5,64,2,0,0,0,0,0,10,2020
3,Diontae Johnson,PIT,17.6,11,11,6,116,1,0,0,0,0,0,10,2020
4,Tee Higgins,CIN,17.5,9,9,7,115,1,0,0,0,0,1,10,2020
5,Chase Claypool,PIT,17.3,12,10,4,56,2,2,-3,0,0,0,10,2020
6,Cole Beasley,BUF,16.9,13,13,11,109,1,0,0,0,0,0,10,2020
7,Adam Thielen,MIN,16.3,7,7,4,43,2,0,0,0,0,0,10,2020
8,Marvin Jones,DET,15.6,10,10,8,96,1,0,0,0,0,0,10,2020
9, D.J. Moore,CAR,15.6,7,7,4,96,1,0,0,0,0,0,10,2020
10, Stefon Diggs,BUF,15.3,10,10,10,93,1,0,0,0,0,0,10,2020
11, Mike Evans,TB,13.7,11,11,6,77,1,0,0,0,0,0,10,2020
12, J. Smith-Schuster,PIT,13.7,13,13,9,77,1,0,0,0,0,0,10,2020
13, J. Jefferson,MIN,13.5,10,10,8,135,0,0,0,0,0,0,10,2020
14, Brandon Aiyuk,SF,12.7,15,14,7,75,1,1,-8,0,0,0,10,2020
15, Davante Adams,GB,12.6,12,12,8,66,1,0,0,0,0,1,10,2020
16, Terry McLaurin,WAS,12.2,10,9,7,95,0,1,27,0,0,1,10,2020
17, M. Pittman Jr.,IND,12.2,9,8,7,101,0,1,21,0,0,0,10,2020
18, Marvin Hall,DET,12.1,3,3,2,61,1,0,0,0,0,0,10,2020
19, Keelan Cole,JAC,10.7,7,7,5,47,1,0,0,0,0,0,10,2020
20, Jakeem Grant,MIA,10.3,5,5,4,43,1,0,0,0,0,0,10,2020
21, Keenan Allen,LAC,9.9,7,7,3,39,1,0,0,0,0,0,10,2020
22, Josh Reynolds,LAR,9.4,10,10,8,94,0,0,0,0,0,0,10,2020
23, D. Hamilton,DEN,9.3,6,6,4,33,1,0,0,0,0,1,10,2020
24, Darius Slayton,NYG,9.3,7,7,5,93,0,0,0,0,0,0,10,2020
25, Chris Godwin,TB,9.2,6,6,6,92,0,0,0,0,0,0,10,2020
26, John Brown,BUF,7.2,8,8,6,72,0,0,0,0,0,0,10,2020
27, Jerry Jeudy,DEN,6.8,8,8,4,68,0,0,0,0,0,0,10,2020
28, Corey Davis,TEN,6.7,6,6,5,67,0,0,0,0,0,0,10,2020
29, Antonio Brown,TB,6.6,9,8,7,69,0,1,-3,0,0,0,10,2020
30, Tyler Lockett,SEA,6.6,9,9,5,66,0,0,0,0,0,0,10,2020
31, Tim Patrick,DEN,6.1,6,6,4,61,0,0,0,0,0,0,10,2020
32, Jakobi Meyers,NE,5.9,8,7,5,59,0,0,0,0,0,0,10,2020
33, Isaiah Wright,WAS,5.9,6,6,6,59,0,0,0,0,0,0,10,2020
34, DJ Chark Jr.,JAC,5.6,5,5,4,56,0,0,0,0,0,0,10,2020
35, Cam Sims,WAS,5.4,5,5,4,54,0,0,0,0,0,0,10,2020
36, Cooper Kupp,LAR,5,7,7,5,50,0,0,0,0,0,0,10,2020
37, KJ Hamler,DEN,5,10,10,4,50,0,0,0,0,0,0,10,2020
38, C. Patterson,CHI,4.9,14,2,2,19,0,12,30,0,0,0,10,2020
39, Rashard Higgins,CLE,4.8,4,4,3,48,0,0,0,0,0,0,10,2020
40, S. Shepard,NYG,4.7,6,6,6,47,0,0,0,0,0,0,10,2020
41, Jalen Reagor,PHI,4.7,7,7,4,47,0,0,0,0,0,0,10,2020
42, Steven Sims,WAS,4.6,6,6,5,46,0,0,0,0,0,1,10,2020
43, Devin Duvernay,BAL,4.5,3,3,3,45,0,0,0,0,0,0,10,2020
44, Golden Tate,NYG,4.4,5,5,2,44,0,0,0,0,0,0,10,2020
45, A. Robinson II,CHI,4.3,9,9,6,43,0,0,0,0,0,0,10,2020
46, Chris Conley,JAC,4.3,8,8,4,43,0,0,0,0,0,0,10,2020
47, Randall Cobb,HOU,4.1,5,5,3,41,0,0,0,0,0,0,10,2020
48, Tyler Boyd,CIN,4.1,8,8,6,41,0,0,0,0,0,0,10,2020
49, T.Y. Hilton,IND,4,5,5,4,40,0,0,0,0,0,0,10,2020
50, Brandin Cooks,HOU,3.9,8,8,6,39,0,0,0,0,0,0,10,2020
51, Greg Ward Jr.,PHI,3.9,6,6,5,39,0,0,0,0,0,0,10,2020
52, Will Fuller,HOU,3.8,8,8,5,38,0,0,0,0,0,0,10,2020
53, Mike Williams,LAC,3.8,5,5,2,38,0,0,0,0,0,0,10,2020
54, Freddie Swain,SEA,3.7,4,4,3,37,0,0,0,0,0,0,10,2020
55, Robert Woods,LAR,3.6,7,6,5,33,0,1,3,0,0,0,10,2020
56, Zach Pascal,IND,3.3,5,5,4,33,0,0,0,0,0,0,10,2020
57, DeVante Parker,MIA,3.1,7,7,2,31,0,0,0,0,0,0,10,2020
58, Henry Ruggs III,LVR,3.1,4,4,3,31,0,0,0,0,0,0,10,2020
59, J. Washington,PIT,3,2,2,2,30,0,0,0,0,0,0,10,2020
60, Hunter Renfrow,LVR,3,2,2,2,30,0,0,0,0,0,0,10,2020
61, Jarvis Landry,CLE,2.9,5,5,3,29,0,0,0,0,0,0,10,2020
62, Anthony Miller,CHI,2.8,7,7,2,28,0,0,0,0,0,0,10,2020
63, DK Metcalf,SEA,2.8,4,4,2,28,0,0,0,0,0,0,10,2020
64, Michael Thomas,NO,2.7,7,7,2,27,0,0,0,0,0,0,10,2020
65, Christian Kirk,ARI,2.7,6,6,4,27,0,0,0,0,0,0,10,2020
66, Malcolm Perry,MIA,2.7,3,2,2,21,0,1,6,0,0,0,10,2020
67, Kendrick Bourne,SF,2.6,5,5,4,26,0,0,0,0,0,0,10,2020
68, Richie James,SF,2.6,5,5,3,26,0,0,0,0,0,1,10,2020
69, Auden Tate,CIN,2.4,4,4,2,24,0,0,0,0,0,0,10,2020
70, Deonte Harris,NO,2.4,4,4,4,24,0,0,0,0,0,2,10,2020
71, Jalen Guyton,LAC,2.4,6,6,4,24,0,0,0,0,0,0,10,2020
72, Robby Anderson,CAR,2.1,6,6,4,21,0,0,0,0,0,0,10,2020
73, A.J. Brown,TEN,2.1,4,4,1,21,0,0,0,0,0,0,10,2020
74, D. Harris,IND,2.1,1,1,1,21,0,0,0,0,0,0,10,2020
75, David Moore,SEA,1.8,4,3,2,16,0,1,2,0,0,0,10,2020
76, Chad Beebe,MIN,1.6,2,2,2,16,0,0,0,0,0,0,10,2020
77, Bryan Edwards,LVR,1.6,1,1,1,16,0,0,0,0,0,0,10,2020
78, D. Peoples-Jones,CLE,1.6,2,2,2,16,0,0,0,0,0,0,10,2020
79, Van Jefferson,LAR,1.5,1,1,1,15,0,0,0,0,0,0,10,2020
80, Andy Isabella,ARI,1.4,1,1,1,14,0,0,0,0,0,0,10,2020
81, Marquise Brown,BAL,1.4,7,7,2,14,0,0,0,0,0,0,10,2020
82, L. Fitzgerald,ARI,1.3,5,5,2,13,0,0,0,0,0,0,10,2020
83, Curtis Samuel,CAR,1.2,8,5,3,8,0,3,4,0,0,0,10,2020
84, Danny Amendola,DET,1,3,3,3,10,0,0,0,0,0,0,10,2020
85, Quintez Cephus,DET,1,2,2,1,10,0,0,0,0,0,0,10,2020
86, Austin Mack,NYG,0.9,1,1,1,9,0,0,0,0,0,0,10,2020
87, Nelson Agholor,LVR,0.8,4,4,1,8,0,0,0,0,0,0,10,2020
88, Cameron Batson,TEN,0.8,2,2,2,8,0,0,0,0,0,0,10,2020
89, Travis Fulgham,PHI,0.8,5,5,1,8,0,0,0,0,0,0,10,2020
90, Kenny Stills,HOU,0.6,1,1,1,6,0,0,0,0,0,0,10,2020
91, Zay Jones,LVR,0.6,1,1,1,6,0,0,0,0,0,0,10,2020
92, E. Sanders,NO,0.5,1,1,1,5,0,0,0,0,0,0,10,2020
93, Scott Miller,TB,0.4,1,1,1,4,0,0,0,0,0,0,10,2020
94, Ray-Ray McCloud,PIT,0.3,3,2,2,4,0,1,-1,0,0,0,10,2020
95, Darnell Mooney,CHI,0.3,2,2,2,3,0,0,0,0,0,0,10,2020
96, Isaiah McKenzie,BUF,0.2,2,1,1,2,0,0,0,0,0,0,10,2020
97, Mack Hollins,MIA,0.1,1,1,1,1,0,0,0,0,0,0,10,2020
98, Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,10,2020
99,. Andre Roberts,BUF,0,0,0,0,0,0,0,0,0,0,0,10,2020
100,. A.J. Green,CIN,0,5,5,0,0,0,0,0,0,0,0,10,2020
101,. Dwayne Harris,CHI,0,0,0,0,0,0,0,0,0,0,1,10,2020
102,. Alshon Jeffery,PHI,0,1,1,0,0,0,0,0,0,0,0,10,2020
103,. M. Thomas,HOU,0,0,0,0,0,0,0,0,0,0,0,10,2020
104,. Diontae Spencer,DEN,0,0,0,0,0,0,0,0,0,0,0,10,2020
105,. Damiere Byrd,NE,0,0,0,0,0,0,0,0,0,0,0,10,2020
106,. DeAndre Carter,HOU,0,0,0,0,0,0,0,0,0,0,0,10,2020
107,. Jake Kumerow,BUF,0,0,0,0,0,0,0,0,0,0,0,10,2020
108,. Pharoh Cooper,CAR,0,0,0,0,0,0,0,0,0,0,0,10,2020
109,. Mike Thomas,CIN,0,2,2,0,0,0,0,0,0,0,0,10,2020
110,. Kalif Raymond,TEN,0,0,0,0,0,0,0,0,0,0,0,10,2020
111,. Alex Erickson,CIN,0,0,0,0,0,0,0,0,0,0,1,10,2020
112,. Marcus Johnson,IND,0,1,1,0,0,0,0,0,0,0,0,10,2020
113,. Trent Taylor,SF,0,0,0,0,0,0,0,0,0,0,0,10,2020
114,. C.J. Board,NYG,0,0,0,0,0,0,0,0,0,0,0,10,2020
115,. River Cracraft,SF,0,0,0,0,0,0,0,0,0,0,0,10,2020
116,. Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,0,0,0,10,2020
117,. Tre'Quan Smith,NO,0,1,1,0,0,0,0,0,0,0,0,10,2020
118,. Justin Watson,TB,0,0,0,0,0,0,0,0,0,0,0,10,2020
119,. E. St. Brown,GB,0,0,0,0,0,0,0,0,0,0,0,10,2020
120,. Trent Sherfield,ARI,0,0,0,0,0,0,0,0,0,0,0,10,2020
121,. Tony Brown,CIN,0,0,0,0,0,0,0,0,0,0,0,10,2020
122,. Jeff Badet,WAS,0,1,1,0,0,0,0,0,0,0,0,10,2020
123,. KhaDarel Hodge,CLE,0,1,1,0,0,0,0,0,0,0,0,10,2020
124,. Tyron Johnson,LAC,0,0,0,0,0,0,0,0,0,0,0,10,2020
125,. Terry Godwin,JAC,0,2,2,0,0,0,0,0,0,0,0,10,2020
126,. Juwann Winfree,GB,0,0,0,0,0,0,0,0,0,0,0,10,2020
127,. Miles Boykin,BAL,0,0,0,0,0,0,0,0,0,0,0,10,2020
128,. S. Morgan Jr.,CIN,0,0,0,0,0,0,0,0,0,0,0,10,2020
