,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
4,Neal Sterling,NYJ,7.4,8,8,5,74,0,0,0,0,0,0,17,2017
5,D. Harris,KC,7.3,4,4,3,73,0,0,0,0,0,0,17,2017
6,Charles Clay,BUF,6.4,8,8,6,64,0,0,0,0,0,0,17,2017
7,Rhett Ellison,NYG,6.3,6,6,5,63,0,0,0,0,0,0,17,2017
8,Benjamin Watson,BAL,6.1,10,10,7,61,0,0,0,0,0,0,17,2017
9, Antonio Gates,LAC,4.6,6,6,4,46,0,0,0,0,0,0,17,2017
10, Jimmy Graham,SEA,4.5,6,6,3,45,0,0,0,0,0,0,17,2017
11, David Njoku,CLE,3.8,3,3,2,38,0,0,0,0,0,0,17,2017
12, Cameron Brate,TB,3.7,5,5,3,37,0,0,0,0,0,0,17,2017
13, Jared Cook,LVR,3.5,4,4,3,35,0,0,0,0,0,0,17,2017
14, Austin Hooper,ATL,3.5,3,3,3,35,0,0,0,0,0,0,17,2017
15, David Morgan,MIN,3.5,3,3,3,35,0,0,0,0,0,0,17,2017
16, Emanuel Byrd,GB,3.1,2,2,2,31,0,0,0,0,0,0,17,2017
17, Garrett Celek,SF,2.8,1,1,1,28,0,0,0,0,0,0,17,2017
18, J. Gresham,ARI,2.4,3,3,3,24,0,0,0,0,0,0,17,2017
19, Zach Ertz,PHI,2.4,2,2,2,24,0,0,0,0,0,0,17,2017
20, Nick Boyle,BAL,2.4,3,3,2,24,0,0,0,0,0,0,17,2017
21, Ed Dickson,CAR,2.2,3,3,2,22,0,0,0,0,0,0,17,2017
22, Vernon Davis,WAS,2,3,3,2,20,0,0,0,0,0,0,17,2017
23, Delanie Walker,TEN,1.9,5,5,3,19,0,0,0,0,0,0,17,2017
24, Jason Witten,DAL,1.7,3,3,2,17,0,0,0,0,0,0,17,2017
25, Gerald Everett,LAR,1.6,6,6,3,16,0,0,0,0,0,1,17,2017
26, Marcedes Lewis,JAC,1.3,3,3,2,13,0,0,0,0,0,0,17,2017
27, Brent Celek,PHI,1.3,4,4,3,13,0,0,0,0,0,0,17,2017
28, James Hanna,DAL,1.3,2,2,1,13,0,0,0,0,0,0,17,2017
29, Luke Stocker,TEN,1.2,1,1,1,12,0,0,0,0,0,0,17,2017
30, Darren Fells,DET,1.2,1,1,1,12,0,0,0,0,0,0,17,2017
31, Jonnu Smith,TEN,1.2,3,3,3,12,0,0,0,0,0,0,17,2017
32, Alan Cross,TB,1.1,1,1,1,11,0,0,0,0,0,0,17,2017
33, Greg Olsen,CAR,1,9,9,1,10,0,0,0,0,0,0,17,2017
34, Derek Carrier,LAR,1,2,2,2,10,0,0,0,0,0,0,17,2017
35, Eric Tomlinson,NYJ,1,2,2,2,10,0,0,0,0,0,0,17,2017
36, Eric Ebron,DET,0.9,6,6,1,9,0,0,0,0,0,0,17,2017
37, Trey Burton,PHI,0.9,2,2,1,9,0,0,0,0,0,0,17,2017
38, Jeff Heuerman,DEN,0.9,2,2,1,9,0,0,0,0,0,0,17,2017
39, Jesse James,PIT,0.9,2,2,2,9,0,0,0,0,0,0,17,2017
40, A.J. Derby,MIA,0.9,4,4,1,9,0,0,0,0,0,0,17,2017
41, Josh Hill,NO,0.8,2,2,1,8,0,0,0,0,0,0,17,2017
42, C.J. Uzomah,CIN,0.7,2,2,1,7,0,0,0,0,0,0,17,2017
43, Virgil Green,DEN,0.6,1,1,1,6,0,0,0,0,0,0,17,2017
44, Vance McDonald,PIT,0.5,2,2,1,5,0,0,0,0,0,0,17,2017
45, S. Anderson,HOU,0.4,2,2,1,4,0,0,0,0,0,0,17,2017
46, Garrett Griffin,NO,0.4,1,1,1,4,0,0,0,0,0,0,17,2017
47, Kyle Rudolph,MIN,0.3,3,3,1,3,0,0,0,0,0,0,17,2017
48, MarQueis Gray,MIA,0.2,1,0,0,0,0,1,2,0,0,0,17,2017
49, Xavier Grimble,PIT,0.2,1,1,1,2,0,0,0,0,0,0,17,2017
50, Anthony Fasano,MIA,0.1,3,3,1,1,0,0,0,0,0,0,17,2017
51, Rob Gronkowski,NE,0,0,0,0,0,0,0,0,0,0,0,17,2017
52, Jeff Cumberland,LAC,0,0,0,0,0,0,0,0,0,0,0,17,2017
53, Logan Paulsen,SF,0,0,0,0,0,0,0,0,0,0,0,17,2017
54, Lance Kendricks,GB,0,0,0,0,0,0,0,0,0,0,0,17,2017
55, Lee Smith,LVR,0,0,0,0,0,0,0,0,0,0,0,17,2017
56, Niles Paul,WAS,0,2,2,1,0,0,0,0,0,0,0,17,2017
57, Dwayne Allen,NE,0,1,1,0,0,0,0,0,0,0,0,17,2017
58, P. Supernaw,TEN,0,0,0,0,0,0,0,0,0,0,0,17,2017
59, Orson Charles,KC,0,0,0,0,0,0,0,0,0,0,0,17,2017
60, Bradley Sowell,CHI,0,0,0,0,0,0,0,0,0,0,0,17,2017
61, Sean McGrath,LAC,0,0,0,0,0,0,0,0,0,0,0,17,2017
62, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,17,2017
63, Luke Willson,SEA,0,1,1,0,0,0,0,0,0,0,2,17,2017
64, Dion Sims,CHI,0,1,1,0,0,0,0,0,0,0,0,17,2017
65, Troy Niklas,ARI,0,1,1,0,0,0,0,0,0,0,0,17,2017
66, Ryan Hewitt,CIN,0,0,0,0,0,0,0,0,0,0,0,17,2017
67, Khari Lee,BUF,0,0,0,0,0,0,0,0,0,0,0,17,2017
68, Daniel Brown,CHI,0,0,0,0,0,0,0,0,0,0,0,17,2017
69, Maxx Williams,BAL,0,0,0,0,0,0,0,0,0,0,0,17,2017
70, Matt LaCosse,DEN,0,0,0,0,0,0,0,0,0,0,0,17,2017
71, Geoff Swaim,DAL,0,0,0,0,0,0,0,0,0,0,0,17,2017
72, Vince Mayle,BAL,0,0,0,0,0,0,0,0,0,0,0,17,2017
73, Randall Telfer,CLE,0,0,0,0,0,0,0,0,0,0,0,17,2017
74, Ben Koyack,JAC,0,0,0,0,0,0,0,0,0,0,0,17,2017
75, J. O'Shaughnessy,JAC,0,2,2,0,0,0,0,0,0,0,0,17,2017
76, Chris Manhertz,CAR,0,0,0,0,0,0,0,0,0,0,0,17,2017
77, Jerell Adams,NYG,0,3,3,0,0,0,0,0,0,0,0,17,2017
78, Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0,0,0,17,2017
79, Seth DeValve,CLE,0,1,1,0,0,0,0,0,0,0,0,17,2017
80, Ryan O'Malley,NYG,0,0,0,0,0,0,0,0,0,0,0,17,2017
81, Hakeem Valles,DET,0,0,0,0,0,0,0,0,0,0,0,17,2017
82, Ryan Malleck,HOU,0,0,0,0,0,0,0,0,0,0,0,17,2017
83, Austin Traylor,DEN,0,0,0,0,0,0,0,0,0,0,0,17,2017
84, Ben Braunecker,CHI,0,0,0,0,0,0,0,0,0,0,0,17,2017
85, Kyle Carter,MIN,0,0,0,0,0,0,0,0,0,0,0,17,2017
86, Ross Travis,IND,0,0,0,0,0,0,0,0,0,0,0,17,2017
87, Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,17,2017
88, Eric Saubert,ATL,0,0,0,0,0,0,0,0,0,0,0,17,2017
89, R. Seals-Jones,ARI,0,1,1,0,0,0,0,0,0,0,0,17,2017
90, Jacob Hollister,NE,0,1,1,0,0,0,0,0,0,0,0,17,2017
91, Pharaoh Brown,LVR,0,0,0,0,0,0,0,0,0,0,0,17,2017
92, Cethan Carter,CIN,0,0,0,0,0,0,0,0,0,0,0,17,2017
93, Tyrone Swoopes,SEA,0,0,0,0,0,0,0,0,0,0,0,17,2017
94, Antony Auclair,TB,0,0,0,0,0,0,0,0,0,0,0,17,2017
95, Darrell Daniels,IND,0,1,1,0,0,0,0,0,0,0,0,17,2017
0,Rob Gronkowski,NE,18.3,8,8,7,123,1,0,0,0,0,1,1,2018
1,Jared Cook,LVR,18,12,12,9,180,0,0,0,0,0,0,1,2018
2,Will Dissly,SEA,16.5,5,5,3,105,1,0,0,0,0,0,1,2018
3,Eric Ebron,IND,11.1,5,5,4,51,1,0,0,0,0,0,1,2018
4,Jordan Reed,WAS,10.8,5,5,4,48,1,0,0,0,0,0,1,2018
5,George Kittle,SF,9,9,9,5,90,0,0,0,0,0,0,1,2018
6,Kyle Rudolph,MIN,7.1,2,2,1,11,1,0,0,0,0,0,1,2018
7,Jack Doyle,IND,6,10,10,7,60,0,0,0,0,0,1,1,2018
8,Jesse James,PIT,6,5,5,3,60,0,0,0,0,0,0,1,2018
9, O.J. Howard,TB,5.4,2,2,2,54,0,0,0,0,0,0,1,2018
10, Delanie Walker,TEN,5.2,7,7,4,52,0,0,0,0,0,0,1,2018
11, Zach Ertz,PHI,4.8,10,10,5,48,0,0,0,0,0,0,1,2018
12, Benjamin Watson,NO,4.4,4,4,4,44,0,0,0,0,0,0,1,2018
13, Tyler Eifert,CIN,4.4,3,3,3,44,0,0,0,0,0,0,1,2018
14, Nick Boyle,BAL,4,6,6,3,40,0,0,0,0,0,0,1,2018
15, Luke Stocker,TEN,3.7,2,2,2,37,0,0,0,0,0,0,1,2018
16, Greg Olsen,CAR,3.3,2,2,2,33,0,0,0,0,0,0,1,2018
17, Maxx Williams,BAL,3.2,3,3,3,32,0,0,0,0,0,0,1,2018
18, Mark Andrews,BAL,3.1,4,4,3,31,0,0,0,0,0,0,1,2018
19, Jake Butt,DEN,2.9,4,4,2,29,0,0,0,0,0,0,1,2018
20, Neal Sterling,NYJ,2.7,3,3,3,27,0,0,0,0,0,0,1,2018
21, A. Seferian-Jenkins,JAC,2.5,5,5,3,25,0,0,0,0,0,0,1,2018
22, Logan Thomas,BUF,2.4,2,2,1,24,0,0,0,0,0,0,1,2018
23, Austin Hooper,ATL,2.4,4,4,3,24,0,0,0,0,0,0,1,2018
24, Virgil Green,LAC,2.1,2,2,2,21,0,0,0,0,0,0,1,2018
25, Derek Carrier,LVR,2,3,3,2,20,0,0,0,0,0,0,1,2018
26, R. Seals-Jones,ARI,1.9,6,6,3,19,0,0,0,0,0,0,1,2018
27, Geoff Swaim,DAL,1.8,4,4,3,18,0,0,0,0,0,0,1,2018
28, Evan Engram,NYG,1.8,5,5,2,18,0,0,0,0,0,0,1,2018
29, Jason Croom,BUF,1.8,3,3,2,18,0,0,0,0,0,0,1,2018
30, Antonio Gates,LAC,1.6,3,3,2,16,0,0,0,0,0,0,1,2018
31, Rhett Ellison,NYG,1.6,1,1,1,16,0,0,0,0,0,0,1,2018
32, Josh Hill,NO,1.5,1,1,1,15,0,0,0,0,0,0,1,2018
33, Trey Burton,CHI,1.5,5,5,1,15,0,0,0,0,0,0,1,2018
34, Jeff Heuerman,DEN,1.5,1,1,1,15,0,0,0,0,0,0,1,2018
35, Lance Kendricks,GB,1.3,1,1,1,13,0,0,0,0,0,0,1,2018
36, Erik Swoope,IND,1.3,1,1,1,13,0,0,0,0,0,0,1,2018
37, David Njoku,CLE,1.3,7,7,3,13,0,0,0,0,0,0,1,2018
38, Darren Fells,CLE,1.2,1,1,1,12,0,0,0,0,0,0,1,2018
39, Jonnu Smith,TEN,1.2,3,3,1,12,0,0,0,0,0,0,1,2018
40, Nick Vannett,SEA,1.1,2,2,1,11,0,0,0,0,0,0,1,2018
41, Jordan Akins,HOU,1.1,2,2,2,11,0,0,0,0,0,0,1,2018
42, Mike Gesicki,MIA,1.1,2,2,1,11,0,0,0,0,0,0,1,2018
43, Vernon Davis,WAS,0.9,1,1,1,9,0,0,0,0,0,0,1,2018
44, Dion Sims,CHI,0.9,3,3,2,9,0,0,0,0,0,0,1,2018
45, Tyler Kroft,CIN,0.9,1,1,1,9,0,0,0,0,0,0,1,2018
46, David Morgan,MIN,0.9,1,1,1,9,0,0,0,0,0,0,1,2018
47, Jimmy Graham,GB,0.8,4,4,2,8,0,0,0,0,0,0,1,2018
48, Levine Toilolo,DET,0.7,1,1,1,7,0,0,0,0,0,0,1,2018
49, Eric Tomlinson,NYJ,0.7,1,1,1,7,0,0,0,0,0,0,1,2018
50, Travis Kelce,KC,0.6,6,6,1,6,0,0,0,0,0,0,1,2018
51, Tyler Conklin,MIN,0.6,1,1,1,6,0,0,0,0,0,0,1,2018
52, Hakeem Valles,DET,0.5,2,2,1,5,0,0,0,0,0,0,1,2018
53, C.J. Uzomah,CIN,0.4,1,1,1,4,0,0,0,0,0,0,1,2018
54, Ian Thomas,CAR,0.4,2,2,2,4,0,0,0,0,0,0,1,2018
55, Dallas Goedert,PHI,0.4,3,3,1,4,0,0,0,0,0,0,1,2018
56, Marcedes Lewis,GB,0,0,0,0,0,0,0,0,0,0,0,1,2018
57, Logan Paulsen,ATL,0,0,0,0,0,0,0,0,0,0,0,1,2018
58, Charles Clay,BUF,0,2,2,0,0,0,0,0,0,0,0,1,2018
59, Lee Smith,LVR,0,0,0,0,0,0,0,0,0,0,0,1,2018
60, Niles Paul,JAC,0,1,1,0,0,0,0,0,0,0,0,1,2018
61, Dwayne Allen,NE,0,0,0,0,0,0,0,0,0,0,0,1,2018
62, Orson Charles,CLE,0,0,0,0,0,0,0,0,0,0,0,1,2018
63, Bradley Sowell,CHI,0,0,0,0,0,0,0,0,0,0,0,1,2018
64, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,1,2018
65, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,1,2018
66, Ryan Griffin,HOU,0,5,5,0,0,0,0,0,0,0,0,1,2018
67, Luke Willson,DET,0,1,1,0,0,0,0,0,0,0,0,1,2018
68, Xavier Grimble,PIT,0,0,0,0,0,0,0,0,0,0,0,1,2018
69, Scott Simonson,NYG,0,0,0,0,0,0,0,0,0,0,0,1,2018
70, Cameron Brate,TB,0,2,2,0,0,0,0,0,0,0,0,1,2018
71, Gabe Holmes,ARI,0,0,0,0,0,0,0,0,0,0,0,1,2018
72, Matt LaCosse,DEN,0,1,1,0,0,0,0,0,0,0,0,1,2018
73, J. O'Shaughnessy,JAC,0,2,2,0,0,0,0,0,0,0,0,1,2018
74, A.J. Derby,MIA,0,0,0,0,0,0,0,0,0,0,0,1,2018
75, Chris Manhertz,CAR,0,0,0,0,0,0,0,0,0,0,0,1,2018
76, Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2018
77, Seth DeValve,CLE,0,0,0,0,0,0,0,0,0,0,0,1,2018
78, Cole Wick,SF,0,0,0,0,0,0,0,0,0,0,0,1,2018
79, Ben Braunecker,CHI,0,0,0,0,0,0,0,0,0,0,0,1,2018
80, Alan Cross,TB,0,1,1,0,0,0,0,0,0,0,0,1,2018
81, Alex Ellis,KC,0,0,0,0,0,0,0,0,0,0,0,1,2018
82, Joshua Perkins,PHI,0,0,0,0,0,0,0,0,0,0,0,1,2018
83, Gerald Everett,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2018
84, Mason Schreck,CIN,0,0,0,0,0,0,0,0,0,0,0,1,2018
85, Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,1,2018
86, Eric Saubert,ATL,0,1,1,0,0,0,0,0,0,0,0,1,2018
87, Jordan Leggett,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,2018
88, Michael Roberts,DET,0,0,0,0,0,0,0,0,0,0,0,1,2018
89, Blake Jarwin,DAL,0,1,1,0,0,0,0,0,0,0,0,1,2018
90, Sean Culkin,LAC,0,0,0,0,0,0,0,0,0,0,0,1,2018
91, Robert Tonyan,GB,0,0,0,0,0,0,0,0,0,0,0,1,2018
92, Antony Auclair,TB,0,0,0,0,0,0,0,0,0,0,0,1,2018
93, Darrell Daniels,SEA,0,0,0,0,0,0,0,0,0,0,0,1,2018
94, Johnny Mundt,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2018
95, Dalton Schultz,DAL,0,0,0,0,0,0,0,0,0,0,0,1,2018
96, Chris Herndon,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,2018
97, Durham Smythe,MIA,0,0,0,0,0,0,0,0,0,0,0,1,2018
0,Travis Kelce,KC,22.9,10,10,7,109,2,0,0,0,0,0,2,2018
1,Jesse James,PIT,19.8,5,5,5,138,1,0,0,0,0,0,2,2018
2,O.J. Howard,TB,15.6,4,4,3,96,1,0,0,0,0,1,2,2018
3,Evan Engram,NYG,12.7,7,7,7,67,1,0,0,0,0,0,2,2018
4,Austin Hooper,ATL,11.9,5,5,5,59,1,0,0,0,0,0,2,2018
5,Will Dissly,SEA,10.2,5,5,3,42,1,0,0,0,0,0,2,2018
6,Jimmy Graham,GB,9.5,8,8,6,95,0,0,0,0,0,0,2,2018
7,Zach Ertz,PHI,9.4,13,13,11,94,0,0,0,0,0,0,2,2018
8,Eric Ebron,IND,8.6,4,4,3,26,1,0,0,0,0,0,2,2018
9, A. Seferian-Jenkins,JAC,8.3,4,4,3,23,1,0,0,0,0,0,2,2018
10, Garrett Celek,SF,8.2,2,2,2,22,1,0,0,0,0,0,2,2018
11, Trey Burton,CHI,8.2,5,4,4,20,1,1,2,0,0,0,2,2018
12, A.J. Derby,MIA,7.9,2,2,1,19,1,0,0,0,0,0,2,2018
13, Mark Andrews,BAL,7.7,4,4,3,17,1,0,0,0,0,0,2,2018
14, Michael Roberts,DET,7.5,1,1,1,15,1,0,0,0,0,0,2,2018
15, Kyle Rudolph,MIN,7.2,8,8,7,72,0,0,0,0,0,0,2,2018
16, Tyler Higbee,LAR,6.3,2,2,1,3,1,0,0,0,0,0,2,2018
17, Joshua Perkins,PHI,5.7,6,6,4,57,0,0,0,0,0,0,2,2018
18, Virgil Green,LAC,5.5,3,3,3,55,0,0,0,0,0,0,2,2018
19, Jordan Reed,WAS,5.5,8,8,6,55,0,0,0,0,0,1,2,2018
20, Jared Cook,LVR,4.9,4,4,4,49,0,0,0,0,0,0,2,2018
21, Jake Butt,DEN,4.8,5,5,4,48,0,0,0,0,0,0,2,2018
22, C.J. Uzomah,CIN,4.5,4,4,3,45,0,0,0,0,0,0,2,2018
23, Maxx Williams,BAL,3.8,4,3,3,31,0,1,7,0,0,0,2,2018
24, Jacob Hollister,NE,3.5,3,3,3,35,0,0,0,0,0,0,2,2018
25, Chris Herndon,NYJ,3,4,4,2,30,0,0,0,0,0,1,2,2018
26, Charles Clay,BUF,2.9,3,3,2,29,0,0,0,0,0,0,2,2018
27, Vance McDonald,PIT,2.6,5,5,3,26,0,0,0,0,0,0,2,2018
28, Nick Boyle,BAL,2.6,4,4,2,26,0,0,0,0,0,0,2,2018
29, Eric Tomlinson,NYJ,2.4,2,2,1,24,0,0,0,0,0,0,2,2018
30, Tyler Eifert,CIN,2.3,4,4,2,23,0,0,0,0,0,0,2,2018
31, Nick Vannett,SEA,2.3,5,5,3,23,0,0,0,0,0,0,2,2018
32, Niles Paul,JAC,2.2,1,1,1,22,0,0,0,0,0,0,2,2018
33, George Kittle,SF,2.2,4,4,2,22,0,0,0,0,0,0,2,2018
34, Jordan Akins,HOU,2.1,2,2,2,21,0,0,0,0,0,0,2,2018
35, Jack Doyle,IND,2,5,5,2,20,0,0,0,0,0,0,2,2018
36, David Njoku,CLE,2,7,7,4,20,0,0,0,0,0,0,2,2018
37, Benjamin Watson,NO,1.9,5,5,3,19,0,0,0,0,0,0,2,2018
38, Ryan Griffin,HOU,1.9,1,1,1,19,0,0,0,0,0,0,2,2018
39, David Morgan,MIN,1.9,2,2,2,19,0,0,0,0,0,0,2,2018
40, J. O'Shaughnessy,JAC,1.7,1,1,1,17,0,0,0,0,0,0,2,2018
41, Gerald Everett,LAR,1.7,1,1,1,17,0,0,0,0,0,0,2,2018
42, R. Seals-Jones,ARI,1.7,6,6,4,17,0,0,0,0,0,0,2,2018
43, Rob Gronkowski,NE,1.5,4,4,2,15,0,0,0,0,0,0,2,2018
44, Luke Stocker,TEN,1.5,2,2,2,15,0,0,0,0,0,0,2,2018
45, Darren Fells,CLE,1.5,2,2,2,15,0,0,0,0,0,0,2,2018
46, Luke Willson,DET,1.3,1,1,1,13,0,0,0,0,0,0,2,2018
47, Tyler Kroft,CIN,1.1,2,2,2,11,0,0,0,0,0,0,2,2018
48, Logan Paulsen,ATL,1,1,1,1,10,0,0,0,0,0,0,2,2018
49, Jeff Heuerman,DEN,1,3,3,2,10,0,0,0,0,0,0,2,2018
50, Ian Thomas,CAR,1,3,3,2,10,0,0,0,0,0,0,2,2018
51, Vernon Davis,WAS,0.7,1,1,1,7,0,0,0,0,0,0,2,2018
52, Logan Thomas,BUF,0.7,1,1,1,7,0,0,0,0,0,0,2,2018
53, Jason Croom,BUF,0.7,4,4,2,7,0,0,0,0,0,0,2,2018
54, Rhett Ellison,NYG,0.5,2,2,2,5,0,0,0,0,0,0,2,2018
55, Derek Carrier,LVR,0.5,1,1,1,5,0,0,0,0,0,0,2,2018
56, Josh Hill,NO,0.5,1,1,1,5,0,0,0,0,0,0,2,2018
57, Lance Kendricks,GB,0.4,1,1,1,4,0,0,0,0,0,0,2,2018
58, Antonio Gates,LAC,0,1,1,0,0,0,0,0,0,0,0,2,2018
59, Marcedes Lewis,GB,0,1,1,0,0,0,0,0,0,0,0,2,2018
60, Lee Smith,LVR,0,0,0,0,0,0,0,0,0,0,0,2,2018
61, Dwayne Allen,NE,0,0,0,0,0,0,0,0,0,0,0,2,2018
62, Orson Charles,CLE,0,0,0,0,0,0,0,0,0,0,0,2,2018
63, Bradley Sowell,CHI,0,0,0,0,0,0,0,0,0,0,0,2,2018
64, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2018
65, D. Harris,KC,0,0,0,0,0,0,0,0,0,0,0,2,2018
66, Dion Sims,CHI,0,0,0,0,0,0,0,0,0,0,0,2,2018
67, Levine Toilolo,DET,0,0,0,0,0,0,0,0,0,0,0,2,2018
68, Ryan Hewitt,IND,0,1,1,0,0,0,0,0,0,0,0,2,2018
69, Xavier Grimble,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2018
70, Scott Simonson,NYG,0,0,0,0,0,0,0,0,0,0,0,2,2018
71, Cameron Brate,TB,0,0,0,0,0,0,0,0,0,0,0,2,2018
72, Gabe Holmes,ARI,0,0,0,0,0,0,0,0,0,0,0,2,2018
73, Daniel Brown,CHI,0,0,0,0,0,0,0,0,0,0,0,2,2018
74, Matt LaCosse,DEN,0,0,0,0,0,0,0,0,0,0,0,2,2018
75, Geoff Swaim,DAL,0,0,0,0,0,0,0,0,0,0,0,2,2018
76, Neal Sterling,NYJ,0,0,0,0,0,0,0,0,0,0,0,2,2018
77, MyCole Pruitt,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2018
78, Chris Manhertz,CAR,0,0,0,0,0,0,0,0,0,0,0,2,2018
79, Rico Gathers,DAL,0,2,2,0,0,0,0,0,0,0,0,2,2018
80, Cole Wick,SF,0,0,0,0,0,0,0,0,0,0,0,2,2018
81, Ben Braunecker,CHI,0,0,0,0,0,0,0,0,0,0,0,2,2018
82, Alan Cross,TB,0,0,0,0,0,0,0,0,0,0,0,2,2018
83, Alex Ellis,KC,0,0,0,0,0,0,0,0,0,0,0,2,2018
84, Jonnu Smith,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2018
85, Mason Schreck,CIN,0,0,0,0,0,0,0,0,0,0,0,2,2018
86, Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,2,2018
87, Eric Saubert,ATL,0,0,0,0,0,0,0,0,0,0,0,2,2018
88, Blake Jarwin,DAL,0,0,0,0,0,0,0,0,0,0,0,2,2018
89, Sean Culkin,LAC,0,0,0,0,0,0,0,0,0,0,0,2,2018
90, Robert Tonyan,GB,0,0,0,0,0,0,0,0,0,0,0,2,2018
91, Anthony Firkser,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2018
92, Antony Auclair,TB,0,0,0,0,0,0,0,0,0,0,0,2,2018
93, Darrell Daniels,SEA,0,0,0,0,0,0,0,0,0,0,0,2,2018
94, Johnny Mundt,LAR,0,0,0,0,0,0,0,0,0,0,0,2,2018
95, Dallas Goedert,PHI,0,0,0,0,0,0,0,0,0,0,0,2,2018
96, Tyler Conklin,MIN,0,0,0,0,0,0,0,0,0,0,0,2,2018
97, Mike Gesicki,MIA,0,0,0,0,0,0,0,0,0,0,0,2,2018
98, Durham Smythe,MIA,0,0,0,0,0,0,0,0,0,0,0,2,2018
0,Vance McDonald,PIT,17.2,4,4,4,112,1,0,0,0,0,0,3,2018
1,Dallas Goedert,PHI,13.3,7,7,7,73,1,0,0,0,0,0,3,2018
2,Travis Kelce,KC,11.4,10,10,8,114,0,0,0,0,0,0,3,2018
3,Kyle Rudolph,MIN,10.8,6,6,5,48,1,0,0,0,0,0,3,2018
4,Rhett Ellison,NYG,9.9,3,3,3,39,1,0,0,0,0,0,3,2018
5,R. Seals-Jones,ARI,9.5,3,3,1,35,1,0,0,0,0,0,3,2018
6,Cameron Brate,TB,9.4,4,4,3,34,1,0,0,0,0,0,3,2018
7,Jason Croom,BUF,8.6,1,1,1,26,1,0,0,0,0,0,3,2018
8,C.J. Uzomah,CIN,7.9,2,2,2,19,1,0,0,0,0,0,3,2018
9, George Kittle,SF,7.9,7,7,5,79,0,0,0,0,0,0,3,2018
10, Tyler Eifert,CIN,7.4,8,8,6,74,0,0,0,0,0,0,3,2018
11, D. Harris,KC,7.3,3,3,1,13,1,0,0,0,0,0,3,2018
12, Zach Ertz,PHI,7.3,10,10,5,73,0,0,0,0,0,0,3,2018
13, O.J. Howard,TB,7.2,8,8,6,72,0,0,0,0,0,0,3,2018
14, Benjamin Watson,NO,7.1,6,6,5,71,0,0,0,0,0,0,3,2018
15, Vernon Davis,WAS,7,2,2,2,70,0,0,0,0,0,0,3,2018
16, Jordan Reed,WAS,6.5,7,7,4,65,0,0,0,0,0,0,3,2018
17, Mark Andrews,BAL,5.9,3,3,2,59,0,0,0,0,0,0,3,2018
18, Trey Burton,CHI,5.5,5,5,4,55,0,0,0,0,0,0,3,2018
19, Rob Gronkowski,NE,5.1,5,5,4,51,0,0,0,0,0,0,3,2018
20, Geoff Swaim,DAL,4.7,7,7,5,47,0,0,0,0,0,0,3,2018
21, Antonio Gates,LAC,4.5,5,5,3,45,0,0,0,0,0,0,3,2018
22, Jimmy Graham,GB,4.5,7,7,5,45,0,0,0,0,0,0,3,2018
23, Ryan Griffin,HOU,4.4,4,4,2,44,0,0,0,0,0,0,3,2018
24, David Njoku,CLE,3.6,2,2,2,36,0,0,0,0,0,0,3,2018
25, Tyler Higbee,LAR,3.5,2,2,2,35,0,0,0,0,0,0,3,2018
26, Eric Ebron,IND,3.3,11,11,5,33,0,0,0,0,0,0,3,2018
27, Jared Cook,LVR,3.1,6,6,5,31,0,0,0,0,0,0,3,2018
28, Mike Gesicki,MIA,3.1,3,3,3,31,0,0,0,0,0,0,3,2018
29, Nick Vannett,SEA,2.7,5,5,4,27,0,0,0,0,0,0,3,2018
30, Austin Hooper,ATL,2.3,4,4,3,23,0,0,0,0,0,0,3,2018
31, Ian Thomas,CAR,2,5,5,3,20,0,0,0,0,0,0,3,2018
32, Evan Engram,NYG,1.9,1,1,1,19,0,0,0,0,0,0,3,2018
33, Charles Clay,BUF,1.8,3,3,2,18,0,0,0,0,0,0,3,2018
34, A. Seferian-Jenkins,JAC,1.8,5,5,3,18,0,0,0,0,0,0,3,2018
35, Jordan Akins,HOU,1.8,1,1,1,18,0,0,0,0,0,0,3,2018
36, Josh Hill,NO,1.7,1,1,1,17,0,0,0,0,0,0,3,2018
37, Tyler Kroft,CIN,1.6,1,1,1,16,0,0,0,0,0,0,3,2018
38, A.J. Derby,MIA,1.6,1,1,1,16,0,0,0,0,0,0,3,2018
39, Eric Tomlinson,NYJ,1.4,2,2,1,14,0,0,0,0,0,0,3,2018
